"AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2019"
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145307,"Novo Cruzeiro",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145356,"Novo Oriente de Minas",3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145372,"Novorizonte",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145406,"Olaria",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145455,"Olhos-d'Água",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145505,"Olímpio Noronha",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145604,"Oliveira",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145703,"Oliveira Fortes",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145802,"Onça de Pitangui",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145851,"Oratórios",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3145901,"Ouro Branco",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146008,"Ouro Fino",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146107,"Ouro Preto",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146206,"Ouro Verde de Minas",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146255,"Padre Carvalho",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146305,"Padre Paraíso",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146404,"Paineiras",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146503,"Pains",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146552,"Pai Pedro",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146701,"Palma",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146750,"Palmópolis",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3146909,"Papagaios",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147006,"Paracatu",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147105,"Pará de Minas",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147204,"Paraguaçu",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147303,"Paraisópolis",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147402,"Paraopeba",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147501,"Passabém",5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147600,"Passa Quatro",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147709,"Passa Tempo",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147808,"Passa Vinte",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147907,"Passos",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3147956,"Patis",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148004,"Patos de Minas",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148103,"Patrocínio",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148202,"Patrocínio do Muriaé",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148301,"Paula Cândido",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148400,"Paulistas",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148509,"Pavão",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148608,"Peçanha",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148707,"Pedra Azul",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148756,"Pedra Bonita",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148806,"Pedra do Anta",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3148905,"Pedra do Indaiá",5.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149002,"Pedra Dourada",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149101,"Pedralva",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149150,"Pedras de Maria da Cruz",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149200,"Pedrinópolis",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149309,"Pedro Leopoldo",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149408,"Pedro Teixeira",5.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149507,"Pequeri",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149606,"Pequi",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149705,"Perdigão",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149804,"Perdizes",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149903,"Perdões",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3149952,"Periquito",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150000,"Pescador",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150109,"Piau",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150208,"Piedade de Ponte Nova",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150307,"Piedade do Rio Grande",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150406,"Piedade dos Gerais",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150505,"Pimenta",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150539,"Pingo d'Água",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150570,"Pintópolis",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150604,"Piracema",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150703,"Pirajuba",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3150802,"Piranga",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151008,"Piranguinho",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151206,"Pirapora",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151305,"Piraúba",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151404,"Pitangui",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151503,"Piumhi",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151602,"Planura",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151701,"Poço Fundo",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151800,"Poços de Caldas",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3151909,"Pocrane",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152006,"Pompéu",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152105,"Ponte Nova",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152131,"Ponto Chique",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152170,"Ponto dos Volantes",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152204,"Porteirinha",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152303,"Porto Firme",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152402,"Poté",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152501,"Pouso Alegre",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152600,"Pouso Alto",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152709,"Prados",5.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152808,"Prata",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3152907,"Pratápolis",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153004,"Pratinha",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153103,"Presidente Bernardes",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153202,"Presidente Juscelino",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153301,"Presidente Kubitschek",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153400,"Presidente Olegário",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153509,"Alto Jequitibá",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153608,"Prudente de Morais",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153707,"Quartel Geral",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153806,"Queluzito",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3153905,"Raposos",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154002,"Raul Soares",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154101,"Recreio",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154150,"Reduto",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154200,"Resende Costa",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154309,"Resplendor",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154457,"Riachinho",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154606,"Ribeirão das Neves",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3154804,"Rio Acima",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155009,"Rio Doce",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155108,"Rio do Prado",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155207,"Rio Espera",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155306,"Rio Manso",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155405,"Rio Novo",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155504,"Rio Paranaíba",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155603,"Rio Pardo de Minas",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3155801,"Rio Pomba",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156007,"Rio Vermelho",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156106,"Ritápolis",5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156205,"Rochedo de Minas",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156304,"Rodeiro",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156452,"Rosário da Limeira",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156502,"Rubelita",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156601,"Rubim",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156700,"Sabará",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156809,"Sabinópolis",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3156908,"Sacramento",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157005,"Salinas",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157104,"Salto da Divisa",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157203,"Santa Bárbara",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157252,"Santa Bárbara do Leste",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157278,"Santa Bárbara do Monte Verde",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157302,"Santa Bárbara do Tugúrio",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157336,"Santa Cruz de Minas",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157377,"Santa Cruz de Salinas",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157401,"Santa Cruz do Escalvado",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157609,"Santa Fé de Minas",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157658,"Santa Helena de Minas",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157708,"Santa Juliana",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157807,"Santa Luzia",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3157906,"Santa Margarida",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158003,"Santa Maria de Itabira",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158102,"Santa Maria do Salto",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158201,"Santa Maria do Suaçuí",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158300,"Santana da Vargem",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158409,"Santana de Cataguases",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158607,"Santana do Deserto",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158706,"Santana do Garambéu",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158805,"Santana do Jacaré",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158904,"Santana do Manhuaçu",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3158953,"Santana do Paraíso",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159001,"Santana do Riacho",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159100,"Santana dos Montes",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159209,"Santa Rita de Caldas",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159308,"Santa Rita de Jacutinga",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159357,"Santa Rita de Minas",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159407,"Santa Rita de Ibitipoca",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159506,"Santa Rita do Itueto",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159605,"Santa Rita do Sapucaí",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159704,"Santa Rosa da Serra",5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159803,"Santa Vitória",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3159902,"Santo Antônio do Amparo",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160009,"Santo Antônio do Aventureiro",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160108,"Santo Antônio do Grama",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160207,"Santo Antônio do Itambé",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160306,"Santo Antônio do Jacinto",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160405,"Santo Antônio do Monte",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160454,"Santo Antônio do Retiro",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160504,"Santo Antônio do Rio Abaixo",5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160603,"Santo Hipólito",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160702,"Santos Dumont",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160801,"São Bento Abade",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160900,"São Brás do Suaçuí",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3160959,"São Domingos das Dores",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161007,"São Domingos do Prata",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161056,"São Félix de Minas",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161106,"São Francisco",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161205,"São Francisco de Paula",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161304,"São Francisco de Sales",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161403,"São Francisco do Glória",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161502,"São Geraldo",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161601,"São Geraldo da Piedade",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161700,"São Gonçalo do Abaeté",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161809,"São Gonçalo do Pará",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3161908,"São Gonçalo do Rio Abaixo",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162005,"São Gonçalo do Sapucaí",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162104,"São Gotardo",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162203,"São João Batista do Glória",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162252,"São João da Lagoa",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162302,"São João da Mata",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162401,"São João da Ponte",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162500,"São João del Rei",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162559,"São João do Manhuaçu",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162575,"São João do Manteninha",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162609,"São João do Oriente",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162658,"São João do Pacuí",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162708,"São João do Paraíso",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162807,"São João Evangelista",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162906,"São João Nepomuceno",3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162922,"São Joaquim de Bicas",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162948,"São José da Barra",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3162955,"São José da Lapa",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163003,"São José da Safira",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163102,"São José da Varginha",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163201,"São José do Alegre",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163409,"São José do Goiabal",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163508,"São José do Jacuri",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163607,"São José do Mantimento",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163706,"São Lourenço",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163805,"São Miguel do Anta",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3163904,"São Pedro da União",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164001,"São Pedro dos Ferros",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164100,"São Pedro do Suaçuí",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164209,"São Romão",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164308,"São Roque de Minas",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164407,"São Sebastião da Bela Vista",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164431,"São Sebastião da Vargem Alegre",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164472,"São Sebastião do Anta",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164506,"São Sebastião do Maranhão",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164605,"São Sebastião do Oeste",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164704,"São Sebastião do Paraíso",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164803,"São Sebastião do Rio Preto",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3164902,"São Sebastião do Rio Verde",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165008,"São Tiago",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165107,"São Tomás de Aquino",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165206,"São Thomé das Letras",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165305,"São Vicente de Minas",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165503,"Sardoá",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165537,"Sarzedo",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165552,"Setubinha",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165560,"Sem-Peixe",5.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165578,"Senador Amaral",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165602,"Senador Cortes",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165701,"Senador Firmino",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3165909,"Senador Modestino Gonçalves",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166006,"Senhora de Oliveira",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166105,"Senhora do Porto",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166204,"Senhora dos Remédios",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166303,"Sericita",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166402,"Seritinga",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166501,"Serra Azul de Minas",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166709,"Serra dos Aimorés",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166808,"Serra do Salitre",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3166907,"Serrania",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167004,"Serranos",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167103,"Serro",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167202,"Sete Lagoas",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167301,"Silveirânia",5.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167400,"Silvianópolis",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167509,"Simão Pereira",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167608,"Simonésia",4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167707,"Sobrália",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167806,"Soledade de Minas",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3167905,"Tabuleiro",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168002,"Taiobeiras",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168051,"Taparuba",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168101,"Tapira",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168200,"Tapiraí",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168309,"Taquaraçu de Minas",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168408,"Tarumirim",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168507,"Teixeiras",5.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168606,"Teófilo Otoni",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168705,"Timóteo",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168804,"Tiradentes",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3168903,"Tiros",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169000,"Tocantins",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169059,"Tocos do Moji",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169109,"Toledo",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169208,"Tombos",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169307,"Três Corações",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169356,"Três Marias",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169406,"Três Pontas",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169505,"Tumiritinga",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169604,"Tupaciguara",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169703,"Turmalina",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169802,"Turvolândia",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3169901,"Ubá",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170008,"Ubaí",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170057,"Ubaporanga",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170107,"Uberaba",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170206,"Uberlândia",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170305,"Umburatiba",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170404,"Unaí",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170438,"União de Minas",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Minas Gerais",3170479,"Uruana de Minas",3.7
