AREA,INDICADOR,REGIAO,COD_IBGE,MICROREGIAO,2011,2012,2013,2014,2015,2016,2017,2018
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612000,Sairé,24.5,15.6,12.2,17,8.4,33.2,29.2,34.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612109,Salgadinho,87.4,84.3,87.6,86.4,81.6,84.7,44.7,48
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612208,Salgueiro,53.4,46.3,49,48.5,39.7,40.1,37.5,42.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612307,Saloá,33.3,47.6,39.2,52.3,6.8,26.3,6.3,24.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612406,Sanharó,72.2,65.5,50,46.9,37.6,35.2,16.8,39.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612455,Santa Cruz,23.6,15.5,18.5,48.8,51.2,40.5,44.5,49.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612471,Santa Cruz da Baixa Verde,83.2,77.2,20,100,27.4,43.2,73.7,17.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612505,Santa Cruz do Capibaribe,48.4,36.7,29.1,38.9,26.8,50.3,38.7,43.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612554,Santa Filomena,13,22.1,4.8,3.5,4,15.1,13,21.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612604,Santa Maria da Boa Vista,70.3,60,57.7,57.8,52.3,58.2,59.3,60.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612703,Santa Maria do Cambucá,75.8,59.1,51.8,43.2,24.1,41.6,3.3,27.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612802,Santa Terezinha,42.5,-3.6,-Inf,46.6,17.1,18.7,18.8,18.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2612901,São Benedito do Sul,50.4,45.6,22.3,40.3,36.7,36.8,34.3,52.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613008,São Bento do Una,71.6,66.3,62,56.3,48.7,28.9,29.5,29.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613107,São Caitano,61.4,47.5,37,37.4,26.4,15.1,29.9,34
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613206,São João,57.3,44.3,42.7,42.4,13.7,38.1,37,41.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613305,São Joaquim do Monte,51,46.4,33.7,33,28.2,37.4,33.6,37.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613404,São José da Coroa Grande,68.6,55.5,59.5,62.1,52,64.2,61.6,57.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613503,São José do Belmonte,53.3,48.3,47.4,41.5,37.8,36.7,36.9,44.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613602,São José do Egito,30.1,-33.2,14.9,29,19,50.8,48.8,48.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613701,São Lourenço da Mata,79.8,63.6,69.6,69.1,68.5,68.9,68.5,67.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613800,São Vicente Férrer,69.6,69.7,55.8,51.4,46.1,58.3,57.6,52.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2613909,Serra Talhada,52.1,40,40.8,47.2,43.6,40.9,39.9,51.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614006,Serrita,25.4,24.2,0.1,-18.3,-4.2,18.1,18.2,9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614105,Sertânia,69.6,53.3,58.2,26.2,18.6,32.1,35,56
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614204,Sirinhaém,77.4,76.5,71.6,68.1,65,69.7,69.4,66.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614303,Moreilândia,58.5,42.2,47.8,50,38,55.9,56.9,48.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614402,Solidão,61.5,47.5,51.2,41.7,29.4,37.9,20.6,20.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614501,Surubim,70.8,57.5,54.1,44,28.5,37.2,33.5,21.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614600,Tabira,53.9,40.5,35.6,60.8,52.6,43.6,41.5,48.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614709,Tacaimbó,29.3,45,24.4,38.8,21.5,23.6,1.6,29.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614808,Tacaratu,39.1,46.7,48.2,51.5,41.9,40.5,42.5,46.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2614857,Tamandaré,83.6,76.5,71.8,72.5,65.3,63.4,61.7,64.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615003,Taquaritinga do Norte,70.8,57.9,49.7,51.9,-2.9,20.1,0.6,22.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615102,Terezinha,40.8,44.9,22,54.2,40.9,29.7,6.4,49.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615201,Terra Nova,54.8,49.4,46.5,31.1,27.1,26.7,25.1,32.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615300,Timbaúba,68.7,63.7,64,65.2,55.3,55.4,53.2,54.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615409,Toritama,70.4,68.3,48.2,25.3,16.5,42.3,33.6,50.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615508,Tracunhaém,37.2,37.5,24,25.6,41.6,35.2,41.6,41.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615607,Trindade,35.4,33.2,27,27.8,24.9,33.5,32.3,35.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615706,Triunfo,45.8,35.5,47.6,25.5,12.9,25.5,36.8,21.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615805,Tupanatinga,31,37.2,29.5,21.2,20.3,31.3,32.2,38.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2615904,Tuparetama,29.3,28.7,39,32.5,26.2,49.5,48.2,46.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2616001,Venturosa,71.3,52,14,-Inf,-52.9,51.8,50.3,49.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2616100,Verdejante,56.8,53.6,55.4,57.1,54.4,57.9,54.5,41.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2616183,Vertente do Lério,67,55.1,18.8,-6.8,9.1,4.5,32.4,40.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2616209,Vertentes,82,83.8,77.2,67.2,42.6,53.6,42.6,70.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2616308,Vicência,66.5,62.5,67.9,75.9,66.1,63.1,61.8,61.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2616407,Vitória de Santo Antão,56.6,49.8,42.1,45.7,37,42.3,42.1,45.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Pernambuco,2616506,Xexéu,NA,NA,NA,NA,0,0,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700102,Água Branca,65.6,50.4,40.3,36.5,33.7,25.6,21.4,61.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700201,Anadia,45.4,14.4,43.3,49.2,50.1,51.9,37.3,39.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700300,Arapiraca,40.9,39.1,22.8,33.9,54.4,49.8,60.2,57.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700409,Atalaia,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700508,Barra de Santo Antônio,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700607,Barra de São Miguel,72.5,72.6,69.7,57.4,64.8,63,60.7,60
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700706,Batalha,78.7,76.3,73,72.8,69,72.4,69.7,71.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700805,Belém,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2700904,Belo Monte,76.7,79.5,79.8,81.2,78.5,75.8,74.7,70.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701001,Boca da Mata,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701100,Branquinha,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701209,Cacimbinhas,63.4,70,64.9,72.4,62.3,69.9,48.2,46.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701308,Cajueiro,15.1,28.4,42,3.4,1.7,1.9,10,18.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701357,Campestre,NA,NA,NA,NA,NA,-1.2,3.1,7.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701407,Campo Alegre,34.4,34.3,33.1,33.2,57.9,82.4,69.1,69.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701506,Campo Grande,61.2,57.2,57.5,45.1,44.9,52.6,56.5,67.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701605,Canapi,18.1,10,0,2,0.6,0,19.3,66.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701704,Capela,56,58.2,61.8,52.2,47.8,60.7,48.9,60.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701803,Carneiros,75.9,76.1,69.1,63.4,61.6,68.8,63.5,61.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2701902,Chã Preta,19.7,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702009,Coité do Nóia,80.5,78.4,82.1,71.3,62.5,63.7,23,55.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702108,Colônia Leopoldina,65.3,56.4,56,48.7,64.6,58.8,70.2,41.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702207,Coqueiro Seco,44.9,42,48.1,50.3,52.5,48.4,62.5,40.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702306,Coruripe,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702355,Craíbas,77.6,77,71.1,68.5,62.8,70.3,19.3,26
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702405,Delmiro Gouveia,56.8,53.9,64.8,65.7,68,73.7,69.3,54
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702504,Dois Riachos,65,64.9,41.9,59.5,64.1,70.8,67.2,67.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702553,Estrela de Alagoas,34.8,14.3,16.9,26.5,3.1,32.1,31.5,41.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702603,Feira Grande,14.2,12.2,16.1,0,27.4,3.9,32.7,51.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702702,Feliz Deserto,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702801,Flexeiras,65.6,56.5,50.3,35.6,47.3,51.7,55,41.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2702900,Girau do Ponciano,35.5,34.1,20.6,5.9,36.4,44,30,23.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703007,Ibateguara,51.8,44.9,33.6,33.2,42.9,46.6,49.6,46.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703106,Igaci,67.2,44.7,79.6,60.3,39.7,66.1,15.9,26.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703205,Igreja Nova,60.3,59.5,48.5,40.1,50.1,53.2,56.8,57.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703304,Inhapi,61.9,60.7,45.9,38.8,26.1,45.7,50.4,67.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703403,Jacaré dos Homens,88.3,87.5,86.4,82.7,82.8,84.6,83.2,83.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703502,Jacuípe,52.9,50.5,54.4,40.6,54.5,40.2,74.7,35.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703601,Japaratinga,49.9,49.3,57.9,45.1,46.5,50.3,58,41.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703700,Jaramataia,68.4,73.4,61.2,65.5,68,70,47.8,54.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703759,Jequiá da Praia,NA,NA,57.2,53,NA,0,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703809,Joaquim Gomes,49.2,43,34.8,24.6,34.4,43.5,47,40
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2703908,Jundiá,59.1,58.9,52,47.8,52.2,30.9,39.6,43.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704005,Junqueiro,83.3,6.7,85.1,82.2,66.8,48.3,11.7,34.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704104,Lagoa da Canoa,44.5,40,31.5,19.8,21.4,31.9,26.2,50.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704203,Limoeiro de Anadia,NA,NA,NA,41.9,42.3,42.3,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704302,Maceió,64.7,64.3,61.3,57.7,58.6,59.9,57.2,61.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704401,Major Isidoro,70.2,69.7,72.6,65.7,61,68.5,62.3,61.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704500,Maragogi,56.2,62.5,66.8,64,64.1,70.7,65.2,34.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704609,Maravilha,70.3,65.7,53.5,63.5,63.1,66.5,61.1,64.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704708,Marechal Deodoro,65.5,65.4,70.6,70.6,70.7,NA,70.6,67.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704807,Maribondo,53,56.4,49.4,33.7,31.4,36,46.3,46.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2704906,Mar Vermelho,35.9,26.4,19.4,20.9,21.5,34.9,50.2,26.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705002,Mata Grande,59,42.2,16.4,17.3,10.6,0,4.1,58.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705101,Matriz de Camaragibe,42.1,56.6,27.2,15.3,9.9,25.2,30.5,30.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705200,Messias,48.3,42.7,54,49.6,54.8,54.3,59.7,51.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705309,Minador do Negrão,23.3,27.2,36.3,44.1,8.5,37.9,12.1,38.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705408,Monteirópolis,70.2,69.9,63.5,66.9,65,69.6,66.7,68.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705507,Murici,43.7,42.9,64.7,71.8,75.6,73.8,72,60.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705606,Novo Lino,64,65.1,62.1,57,58.3,53.8,56.6,46.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705705,Olho d'Água das Flores,77.7,77.1,74.8,68.9,66.5,70.7,65.1,62.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705804,Olho d'Água do Casado,83.1,82.8,44.1,40.7,22.2,40.8,24.5,23.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2705903,Olho d'Água Grande,52.4,52.7,42.6,27.9,0,0,5.7,30.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706000,Olivença,71.3,73,60.1,56.2,58.4,63.4,54.1,56.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706109,Ouro Branco,66.1,61.2,38.1,47.8,64.9,61.1,50.1,60.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706208,Palestina,78.6,77.9,78.1,77.8,67.6,74.4,71.1,73.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706307,Palmeira dos Índios,39.7,54,50.9,55.5,46.2,44,22.6,37.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706406,Pão de Açúcar,3.5,4.2,4.7,5.3,2.9,2.4,8.3,8.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706422,Pariconha,23.2,21.5,8.6,14.5,7.3,66.1,1.1,11.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706448,Paripueira,63,NA,NA,60.1,59.8,65.9,62,28.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706505,Passo de Camaragibe,42.4,41.8,35.5,30.8,42.3,50.4,60,46.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706604,Paulo Jacinto,54.4,46.8,38.3,28.7,46.9,54.1,59.4,58
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706703,Penedo,3.1,27.7,3,3.2,3.4,3.4,15.7,2.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706802,Piaçabuçu,61.6,64.6,61.7,56.8,65.3,66.3,59.5,49.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2706901,Pilar,57.9,35.1,29.6,32.8,39.4,55.1,61.6,51.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707008,Pindoba,15.2,11.9,11.4,11.4,61,29.4,79.5,59.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707107,Piranhas,82.9,80.5,83.4,81.7,82.1,82.3,60.4,51.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707206,Poço das Trincheiras,85.9,82.9,71.5,77.4,71,72.4,62.1,69.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707305,Porto Calvo,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707404,Porto de Pedras,63.5,61.6,38.7,19.5,37.4,41,39,47.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707503,Porto Real do Colégio,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707602,Quebrangulo,35.1,29.5,20.5,18.1,31.3,31.3,3.4,2.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707701,Rio Largo,58,58.1,45.6,30.8,55.3,59.4,68.8,60.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707800,Roteiro,NA,NA,NA,NA,NA,NA,NA,92
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2707909,Santa Luzia do Norte,54.4,49.3,7,15.6,10.5,0,35.9,31.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708006,Santana do Ipanema,71.1,71.1,70.2,70.3,65,69.2,64.9,67.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708105,Santana do Mundaú,NA,36.9,54.7,44,44,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708204,São Brás,11.5,0,6.7,4.8,5.3,3.5,0.5,0.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708303,São José da Laje,NA,21.1,11.6,NA,NA,NA,NA,9.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708402,São José da Tapera,72.2,71.1,64.9,70,68.8,72.7,66.2,68.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708501,São Luís do Quitunde,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708600,São Miguel dos Campos,NA,NA,NA,NA,NA,43.4,43.4,43.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708709,São Miguel dos Milagres,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708808,São Sebastião,4.1,3.5,3.2,10.4,15.2,41.4,65.3,86.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708907,Satuba,53.8,51.5,46.4,40.5,37,40.4,60.3,58.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2708956,Senador Rui Palmeira,74.8,72.4,72.5,70.6,64.9,69,63.1,64.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2709004,Tanque d'Arca,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2709103,Taquarana,60.9,62.3,6.2,4.6,0,0,29,27.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2709152,Teotônio Vilela,NA,55.5,55.6,0,0,0,50,0
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2709202,Traipu,57.9,41.7,38.1,4.7,3.2,5.3,2.5,54.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2709301,União dos Palmares,NA,NA,3.3,42.7,42.6,45,52.6,56.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Alagoas,2709400,Viçosa,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800100,Amparo de São Francisco,56.1,56.4,NA,64.2,68.3,64.7,62.8,62.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800209,Aquidabã,61,65,NA,72.2,66.7,66.3,65.8,65.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800308,Aracaju,58.5,57.6,NA,57.9,41.5,33.5,33.3,35.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800407,Arauá,47.6,45.1,NA,52.7,52.5,50.9,50.9,50.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800506,Areia Branca,42.4,38.9,NA,38,59.7,47.7,47.8,48
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800605,Barra dos Coqueiros,66.7,68.2,NA,62,59.9,58,57.7,56.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800670,Boquim,64.3,63,NA,65.1,67.7,65.6,65.6,65.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2800704,Brejo Grande,30.3,37.3,NA,33.3,50.8,35.6,34.8,33.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801009,Campo do Brito,54.9,54.9,NA,51.6,49.5,52.6,52.6,52.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801108,Canhoba,62.6,60.3,NA,66.5,74.8,64,63.2,62.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801207,Canindé de São Francisco,75.1,80.6,NA,78.8,77.3,74.2,73.4,72.6
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801306,Capela,62,62.8,53.2,51.1,59.7,47.1,49.4,51.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801405,Carira,58.8,56.6,NA,65.6,56,57,57.3,56.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801504,Carmópolis,12.2,1.8,14.7,13.7,14.3,15.4,25.2,40.7
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801603,Cedro de São João,69.4,70.3,NA,72.3,73.2,59.5,58.9,58.5
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801702,Cristinápolis,51.2,53.1,NA,54.9,42.7,41.5,41.4,41.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2801900,Cumbe,3.7,66.2,NA,51.3,57.7,67.8,66,64.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802007,Divina Pastora,50,52.2,NA,51.5,37.4,37.4,37.4,37.3
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802106,Estância,63.2,62.9,64.2,58.7,59.2,62.9,65.7,63.1
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802205,Feira Nova,59.1,62,NA,65.9,69,65.6,64.9,63.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802304,Frei Paulo,61.3,57.1,NA,67.3,53.8,71.9,70.9,69
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802403,Gararu,60.7,60.7,NA,62.6,62.6,60.1,59.4,58.8
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802502,General Maynard,61.8,61.2,NA,57.6,53.4,53.4,53.4,53.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802601,Gracho Cardoso,58.2,61.1,NA,67.7,54.7,65.2,65.2,64.2
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802700,Ilha das Flores,60.8,64.5,NA,65,68,47.6,46.4,45.4
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802809,Indiaroba,66.4,62.7,NA,51.3,35.6,34.6,34.2,33.9
Saneamento,TX_SNIS_AGUA_PERDIDA_MUN,Sergipe,2802908,Itabaiana,45.8,41.8,NA,40.8,47.2,48.5,48.4,48.2
