AREA,INDICADOR,REGIAO,COD_IBGE,MICROREGIAO,2011,2012,2013,2014,2015,2016,2017,2018
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211001,Teresina,91.1,92.2,92.8,94.4,97.7,99.7,94.3,95.6
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211100,União,42.9,38.1,45.1,47,48,48.1,52.1,44.9
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211209,Uruçuí,71.5,76.2,75.6,75.3,95.8,99.2,99.2,98.4
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211308,Valença do Piauí,69.9,76.2,76,76.7,88.9,91.1,93.2,91.3
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211357,Várzea Branca,23.2,22.8,23,22.9,29.9,30.6,25.6,29.8
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211407,Várzea Grande,57,57.6,57.6,58.8,65.4,66.5,64.5,66.4
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211506,Vera Mendes,NA,NA,100,NA,NA,100,96,97.6
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211605,Vila Nova do Piauí,NA,NA,NA,43.5,NA,37.3,79,48.3
Saneamento,TX_SNIS_AGUA_MUN,Piauí,2211704,Wall Ferraz,26,26.5,26.7,26.9,41.1,41.7,41.1,40.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300101,Abaiara,36.8,31,31.7,33.3,33.7,34.4,35.2,28.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300150,Acarape,51,40.5,38.2,37.8,37.8,38.4,36.2,34.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300200,Acaraú,39.3,32.9,34.7,33.2,32.8,32.5,32.4,31.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300309,Acopiara,40.1,41,41.4,35.6,35.5,34.5,34.4,32.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300408,Aiuaba,58.8,66.8,NA,NA,NA,NA,24.2,58.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300507,Alcântaras,28.1,31.4,30.9,23.4,23.3,24.2,24.7,22.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300606,Altaneira,68.4,59.7,57.3,59.1,58.9,59.1,59.8,52.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300705,Alto Santo,35.4,22.7,22.2,35.8,34.2,38.9,39.4,31.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300754,Amontada,53.5,54.6,41,40.6,40.6,40.6,NA,39.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300804,Antonina do Norte,70.9,65.7,61.3,62.6,62.7,62.8,59.5,60.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2300903,Apuiarés,37.7,33,31.8,31.8,32,30.8,29.8,30
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301000,Aquiraz,46.3,27.4,22.7,32.7,33.5,32.8,32.2,28.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301109,Aracati,59.8,59.4,60.9,49.4,49.6,48.8,48.1,46.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301208,Aracoiaba,45.8,45.2,38.2,38.6,38.5,37.7,37.5,35
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301257,Ararendá,35.6,38.1,38.4,31.5,31.9,32.4,100,61.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301307,Araripe,46.4,51.1,51.6,40.9,41.1,40.5,35.4,29.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301406,Aratuba,28.4,31.8,28.8,30.4,28.6,33.3,34.8,22.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301505,Arneiroz,41.5,43.8,43.9,44.9,40.6,47.7,47.8,32.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301604,Assaré,46.6,49.6,50.6,43.5,43.9,44.3,44.8,38.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301703,Aurora,46.6,48,40.8,41.5,42.1,43.1,42.5,37.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301802,Baixio,54,53.2,54.4,53.4,53.4,53.9,53.5,47.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301851,Banabuiú,49.1,48.9,48.6,50.5,50.6,50.4,52.6,52.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301901,Barbalha,67.3,55.7,57.4,58.9,58.6,59.3,59.3,54
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2301950,Barreira,39.6,37.1,36.3,34.3,35.8,32,30.6,24.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302008,Barro,55.1,56.8,57.6,50.2,50.9,51.8,52.7,46.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302057,Barroquinha,58.9,63.7,65.2,49.8,50.6,50.3,49.6,47.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302107,Baturité,70.4,72.6,72.7,61.5,61.8,62,61.4,57.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302206,Beberibe,25.9,17.4,18.7,16.9,16.4,16,14.6,13.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302305,Bela Cruz,40.1,30.3,31.9,28.4,27.9,27.9,26.9,25.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302404,Boa Viagem,54.8,60.8,59.9,72.6,72.4,72.3,43.8,46.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302503,Brejo Santo,NA,NA,NA,65.5,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302602,Camocim,97.2,96.7,96.4,95.9,100,100,99.6,100
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302701,Campos Sales,60.5,58.7,60.2,47.2,46.7,44.2,43,40.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302800,Canindé,64.4,68.2,70.6,65.2,68.1,59,62.6,64.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2302909,Capistrano,35.2,29.4,27,27.6,27.6,27.1,25.3,23.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303006,Caridade,25.7,26.6,25.8,23.7,22.2,46.7,44.8,36.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303105,Cariré,33,36.1,37.2,34.5,31.7,38.1,39.2,29.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303204,Caririaçu,NA,NA,57.3,57.3,57.2,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303303,Cariús,26.1,29.6,29.6,23.3,23.4,23.6,23.5,20.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303402,Carnaubal,47.5,41.4,39.8,39.4,39.3,39.5,38.7,36.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303501,Cascavel,66.7,49.1,50.9,56.2,56.5,56.4,53.8,49.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303600,Catarina,45.4,37.6,37.8,43.1,42.4,43.1,30.6,34.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303659,Catunda,50.3,51.2,51.8,47.5,48,49.9,50,41.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303709,Caucaia,82.9,69.3,74,67.6,68.1,67.4,66,59.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303808,Cedro,53.3,53.9,54,48.9,49.2,48.9,49,46.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303907,Chaval,67.5,62.2,58,57.7,57.6,56.5,56.3,54.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303931,Choró,23.2,24.1,24.7,21.8,21.8,21.6,21.4,18.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2303956,Chorozinho,36.8,55,32.2,32.4,33.1,33.9,34.2,29.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304004,Coreaú,49.4,50.7,51.4,44.3,43.7,44.8,45.2,39
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304103,Crateús,62.6,65.2,65.4,55.9,55.5,54.7,54.2,50.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304202,Crato,91.8,97,99.2,99.4,99,94.5,91.2,97.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304236,Croatá,31,29.6,29.7,27.2,28,26.8,27.3,24.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304251,Cruz,33.9,35,36.5,30.9,31.2,31.9,31.2,29.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304269,Deputado Irapuan Pinheiro,NA,NA,NA,44.1,45.8,71.6,92.3,100
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304277,Ererê,42.2,47.3,48.5,43.3,39.7,46.1,46.5,35.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304285,Eusébio,86.7,68.9,75.4,69.9,69.1,73,73.4,61.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304301,Farias Brito,36.2,41.1,42.2,30.3,30.1,29.7,29.7,28.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304350,Forquilha,67.4,66,66.8,62.7,62.2,62.6,63.4,56.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304400,Fortaleza,98.8,89.1,90.9,84.2,84.3,83.3,81.4,77.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304459,Fortim,54.4,56.3,58.1,39,38.4,39.3,38.4,39.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304509,Frecheirinha,56.8,54.7,53.5,51.7,51.6,51.8,50.9,46.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304608,General Sampaio,58.8,59.4,57.3,58.7,57.8,62.5,63.8,49.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304657,Graça,38.4,35.9,33.9,34.5,34.8,35.2,35.3,31.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304707,Granja,NA,40.2,39.5,39.3,40.6,41.1,41,49.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304806,Granjeiro,29,26.4,26.6,26.6,26.5,26.8,25.9,22.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304905,Groaíras,69,66.7,65.3,65.6,65.7,66.7,66.8,59.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2304954,Guaiúba,59.9,57.8,59.4,50.9,49.5,50.1,49.3,44.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305001,Guaraciaba do Norte,34.4,39,40.3,28.4,29.6,29.2,29.6,26.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305100,Guaramiranga,53,44.5,46.7,33.8,36.5,35.8,31.4,26.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305209,Hidrolândia,52.9,55,55.6,50.6,51.2,52.1,50.4,45.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305233,Horizonte,88,77.8,83.5,69.7,69,77.6,73.8,53.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305266,Ibaretama,NA,NA,NA,NA,NA,NA,18.1,11.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305308,Ibiapina,39.5,37.4,35.9,38.1,38,39.8,39.7,33.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305332,Ibicuitinga,49.2,52.1,50.7,43.9,44.1,39.3,38.4,34.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305357,Icapuí,100,99.2,98.9,98.2,100,100,100,100
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305407,Icó,65.2,71.1,71.3,73.5,73.7,73.9,73.9,73.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305506,Iguatu,86.5,83.3,82.8,84,84.2,84.2,84.4,84.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305605,Independência,41,43.5,44.3,37.2,37.1,36.6,36,33
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305654,Ipaporanga,NA,39.6,NA,NA,NA,60,85.2,85.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305704,Ipaumirim,55.4,51.1,51.5,49.7,50.4,48.8,47.4,44.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305803,Ipu,99.1,100,100,100,NA,NA,72.2,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2305902,Ipueiras,NA,NA,NA,NA,NA,95,95.2,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306009,Iracema,67.4,66.2,58.1,59.1,56.5,50.5,56.6,52.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306108,Irauçuba,43.6,47.7,47.3,38.9,38.6,30.7,34.3,32.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306207,Itaiçaba,54.5,39.8,39.3,30,31.8,33.4,36.4,37.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306256,Itaitinga,97.2,90.7,78,79.9,92.2,83.9,85.4,73.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306306,Itapajé,NA,61.1,67.7,69.3,83.1,70.3,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306405,Itapipoca,51.6,54.3,55.2,46.5,45.7,47.5,48.5,41.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306504,Itapiúna,46.8,41.3,39.1,38.7,38.1,36.8,34.9,33
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306553,Itarema,31.2,24.7,25.1,22.6,22.4,24.6,24.6,18.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306603,Itatira,11.2,9.3,9.8,9,9.1,9.3,8.9,7.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306702,Jaguaretama,47.1,40.9,39.6,40.2,41.4,41.1,41,36.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306801,Jaguaribara,69.3,79.2,69.3,69.4,69.4,92.3,94.7,61.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2306900,Jaguaribe,66.4,88.1,96.6,99.4,94.5,98.1,99.2,89.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307007,Jaguaruana,50.5,48.2,49.8,42.2,40.8,41.9,38.5,35.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307106,Jardim,33.7,33.6,NA,NA,NA,NA,NA,100
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307205,Jati,46.7,47.5,49.7,45.9,42.2,48,48.4,37.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307254,Jijoca de Jericoacoara,32.6,31.3,29.3,30.5,30,32.8,32.2,26.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307304,Juazeiro do Norte,94.9,92.9,93.7,82.4,83.5,83,82.7,77.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307403,Jucás,72,72.5,72.8,74.6,75.8,77.2,NA,91.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307502,Lavras da Mangabeira,54.7,57.2,57.9,46.8,47.3,46.3,45.5,43.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307601,Limoeiro do Norte,93.2,97.7,99.6,99.5,99,99.3,99,98.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307635,Madalena,NA,NA,NA,NA,NA,59.6,47.7,53.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307650,Maracanaú,77.4,93.3,97.2,67.4,66.6,67.3,64.9,61.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307700,Maranguape,69.1,70,67.9,56.7,58.2,58.4,58.5,51
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307809,Marco,50.1,50.7,51.8,46.3,45.5,45.9,45.6,39.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2307908,Martinópole,74.4,63.3,62.6,63.7,63.4,65.4,62.6,57.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308005,Massapê,58.1,59.9,61.9,51.4,51.5,51.1,49.8,45.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308104,Mauriti,36,36.8,37.6,32.3,32.5,32.4,32.5,28.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308203,Meruoca,30.7,27.1,28.3,26.5,23.4,26.8,27.3,23.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308302,Milagres,34.5,28.4,28.2,31.9,32.3,35.6,41.3,35.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308351,Milhã,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308377,Miraíma,50.9,53.2,44,38,42.9,45.3,45.2,37.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308401,Missão Velha,38.1,39.9,40.6,34,33.8,34.1,34,29.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308500,Mombaça,37.9,41.5,42.5,33.8,33.4,31.6,32,26.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308609,Monsenhor Tabosa,53.7,54,54.9,49,49.8,44.7,43.1,39.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308708,Morada Nova,90.5,91.6,91.5,92.6,93.7,95.6,95.9,95.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308807,Moraújo,39.3,34.9,33.5,33.6,32.8,33.1,32.5,32.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2308906,Morrinhos,37.2,46.4,38.7,38.9,39,39.5,39.4,35.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309003,Mucambo,59.3,58.2,57,57.9,59.3,59.1,57.2,49.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309102,Mulungu,35.8,32.1,32.4,29,27.7,27.5,28.4,27.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309201,Nova Olinda,65,54.8,58.6,61.4,59.1,62.9,65.5,52.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309300,Nova Russas,99.9,NA,NA,NA,NA,NA,99.9,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309409,Novo Oriente,46.1,51.7,38.8,38.9,37.3,38.5,37.3,35
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309458,Ocara,23.4,31.1,19,19.1,19.4,18.9,18.5,16.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309508,Orós,68.4,69.2,70.2,58.9,58.6,57.8,56.8,55
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309607,Pacajus,75.9,63.6,67.8,58.2,58.1,59.6,55.8,45.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309706,Pacatuba,84.5,63.8,82.8,73.6,72.2,73.6,71.7,60.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309805,Pacoti,36.2,24.6,24.9,30.7,30.8,31.2,31.9,27.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2309904,Pacujá,61.1,58.1,54.7,54.9,55.1,52.8,52.1,49.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310001,Palhano,43.2,34.9,35.4,35.7,36.1,35.1,34.4,34.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310100,Palmácia,37.5,36.3,37.2,30.7,30.7,31,30.7,31.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310209,Paracuru,57,40.9,41.8,35.2,35.1,34.1,31.1,25.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310258,Paraipaba,38.2,37.4,38.6,30.9,30.9,29.9,28.9,29.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310308,Parambu,38.6,41.4,42.8,35.1,35.6,35.1,33.1,30.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310407,Paramoti,50.2,49.2,47.4,48.5,48,48.9,49.8,37.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310506,Pedra Branca,57.2,57.6,58.2,42.5,43.3,44.3,70,36.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310605,Penaforte,73.8,65.3,63.6,64.8,64.4,66.1,66,57.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310704,Pentecoste,59.8,53,50.9,51.1,50.8,50.3,49.3,46.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310803,Pereiro,34.5,34.7,30.7,30.5,27.3,25,24.4,24.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310852,Pindoretama,59.3,60.4,58.9,60.2,59.9,60,59.8,55.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310902,Piquet Carneiro,32.5,38.5,39.2,29.4,29.2,29.6,30.1,25.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2310951,Pires Ferreira,28.6,29.7,32.1,21.7,20.8,20.7,19.5,18.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311009,Poranga,53,61,62.7,43.8,44.3,40.9,40.7,37.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311108,Porteiras,38.6,34.1,34,34.8,34.5,37.3,38.4,30.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311207,Potengi,54.6,52,52.6,47.8,47.2,47.4,46.6,37.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311231,Potiretama,42.3,39.3,38,38.9,37.2,37.1,38,34.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311264,Quiterianópolis,26.4,28.7,28.3,21.9,21.9,23.8,23.2,21.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311306,Quixadá,63.7,64,63.1,57.2,57,57.3,57.7,51.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311355,Quixelô,41.5,41.6,41.5,42.5,42.7,42.9,43.1,42.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311405,Quixeramobim,73,73.7,73.7,74.9,69.9,69.9,69.9,69.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311504,Quixeré,28.8,32.2,33.6,23.9,23.6,23.5,22.9,22.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311603,Redenção,50.5,41.9,44.3,44.7,44.1,45.8,45.7,41.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311702,Reriutaba,41.9,44.8,45.9,37.3,37.5,36.4,36.5,32
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311801,Russas,61.1,59.7,60.4,52.5,52.4,51.8,52.8,47.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311900,Saboeiro,34.8,35.8,36,27,27.6,27.8,27.1,24.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2311959,Salitre,NA,NA,NA,5.4,6.4,26.9,22.9,18.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312007,Santana do Acaraú,39.7,39.6,39.9,37.8,38,37,36.9,33
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312106,Santana do Cariri,33.4,36,35.3,27.9,26.9,27.2,27.4,25.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312205,Santa Quitéria,48.2,50.2,52,42.8,42.8,43.1,42.5,38.6
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312304,São Benedito,53.5,52.4,54,43.5,43.2,43.1,42.4,39.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312403,São Gonçalo do Amarante,47.7,52.5,54.2,34.4,33.7,34.2,30,26.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312502,São João do Jaguaribe,NA,NA,NA,NA,NA,NA,NA,NA
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312601,São Luís do Curu,63.4,60.8,62.6,53.5,52.1,47.7,45.8,41.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312700,Senador Pompeu,48.7,49.2,50.5,42,41.4,40.5,39.3,37.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312809,Senador Sá,52.4,56.3,54.2,47.2,47.9,42.6,43,36.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2312908,Sobral,100,100,100,99.2,98.8,100,100,100
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313005,Solonópole,NA,56.3,NA,100,99.8,99.6,99.5,92.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313104,Tabuleiro do Norte,57.2,61.3,63.1,52.4,52.8,52,52,47.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313203,Tamboril,42.6,47.1,48.3,37.9,38,38.5,37.9,34
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313252,Tarrafas,29.3,30.1,29.2,29.5,29.5,31.2,31.9,25.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313302,Tauá,51.3,49.7,50.4,48.9,49.7,49.5,49.8,45
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313351,Tejuçuoca,29,32.8,32.7,24.9,25.6,27.5,26.8,21.7
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313401,Tianguá,64,59.4,55.3,56.3,55.8,55.6,55.5,51.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313500,Trairi,17.3,17.6,18.5,14.4,15.1,13.7,15.7,13.5
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313559,Tururu,30.2,25.4,28.9,29.3,29.6,22.8,21,22.8
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313609,Ubajara,42.6,44,38.4,39,38.5,38.9,39.1,36
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313708,Umari,38.9,42.4,43.4,33.6,32,32.3,31.6,29.1
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313757,Umirim,58.5,54.5,47.5,47.5,48,46.3,45.3,43.2
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313807,Uruburetama,67,67.7,72.6,58.9,58.1,60.6,61,53.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313906,Uruoca,35.2,39.7,39.5,30.8,30,30.5,30,27.4
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2313955,Varjota,75.5,77.7,79.6,64.1,63.4,61.7,60.4,58.9
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2314003,Várzea Alegre,57.8,60.2,61.2,53.7,53.7,54.4,55.2,49.3
Saneamento,TX_SNIS_AGUA_MUN,Ceará,2314102,Viçosa do Ceará,26.1,32.3,22.8,23.2,22.6,23.2,23,21.1
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400109,Acari,80.8,98.8,99.5,97.6,80.7,98.4,10.9,83
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400208,Açu,68.7,76.9,78,79,73.9,72.3,74.1,78.9
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400307,Afonso Bezerra,48.4,50.4,50,48.3,48.9,48.3,46.8,51.9
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400406,Água Nova,64.5,77.3,0,79.9,64,64,82.2,88.5
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400505,Alexandria,81.9,80,77.7,97.4,97.5,66.4,66.5,67.6
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400604,Almino Afonso,72,77.2,77.4,81.8,71.4,0,0,78
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400703,Alto do Rodrigues,70.9,73.4,72.3,71.5,71.6,71.8,66.6,67.5
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400802,Angicos,88,100,100,100,88.2,88.4,100,100
Saneamento,TX_SNIS_AGUA_MUN,Rio Grande do Norte,2400901,Antônio Martins,45.6,0,40.5,NA,40,0,40.1,37.5
